Date,China Methanol price ,US Gulf Coast Methanol Price,Taiwan Methanol Price,Rotterdam Port Methanol Price,Geopolitical Risk Index Chinese,China Coal Production,Coke Comprehensive Evaluation Price Index,Monthly Output of Coke in China's Industrial Products,Monthly Supply of Coke in China,Monthly Coke Supply-Demand Gap in China,Monthly Consumption of Coke in China,Monthly Apparent Consumption of Coke in China,Global Oil Production,Brent Crude Oil Price,Natural Gas Spot Price,Purchasing Managers' Index,Industrial Production China,Exchange Rates China,Economic Policy Uncertainty China,Year-on-Year Growth Rate of Retail Sales of Consumer Goods in China (Monthly),Monthly Retail Sales of Consumer Goods in China,Year-on-Year Growth Rate of China's Producer Price Index (PPI) for Industrial Products (Monthly),Year-on-Year Growth Rate of China's Producer Price Index (PPI) for Mining Industry (Monthly),China Commodity Price Index,CCPI£ºRubber,CCPI£ºMineral,CCPI£ºEnergy,PPI-Chemistry-Industry,PPI-Coal and Coking Industry,PPI-Oil,PPI-Other,PPI-Textile Industry
2022/3/1,383.05,131.21,455.57,417.6,2.474723101,41568.44241,3427.87,4043.3,3436.81,-55.02,3491.82,3981.4,98.3,112.46,4.77,49.5,5,6.34,863.9366077,10.1,42505,8.3,38,207.71,49.34,206.18,192.28,110,147.8,131.6,107.1,106.7
2022/4/1,350.05,114.03,459.31,366.01,1.125626922,41668.20006,3829.87,4157.9,3534.22,176.18,3358.04,4073.5,99.6,105.92,6.41,47.4,-2.9,6.43,843.9185406,7.4,43550.2,8,38.3,209.51,48.2,188.54,195.86,109.4,154.7,134,106.5,106.2
2022/5/1,337.33,99.34,402.59,360.09,1.007300138,41767.95771,3559.25,4144.1,3522.49,303.1,3219.39,4066.78,98.5,111.96,8.13,49.6,0.7,6.73,735.8332743,3.1,39019.9,6.4,29.7,210.32,49.18,184.87,200.93,108.7,137.9,132.7,106.3,105.6
2022/6/1,309.9,108.27,391.09,368.09,0.853543699,41867.71536,3276.1,4153.7,3530.65,417.23,3113.42,4071.69,98.5,117.5,7.96,50.2,3.9,6.67,763.4010502,2.3,35699.1,6.1,27.3,201.23,48.03,162.51,186.68,109.1,129.7,136.1,106.3,105.7
2022/7/1,314.83,103.54,366.55,357.57,0.81329149,41967.47301,2851.9,4037,3431.45,513.7,2917.76,3957.43,99.3,105.12,7.1,49,3.8,6.73,778.8398819,7.215686275,41484.15455,4.2,18.8,195.78,46.45,161.66,172.52,107,118.8,130.6,105.3,104.3
2022/8/1,323.67,110.18,361,367.03,1.23756516,42067.23067,2609.56,4128.1,3508.89,769.69,2739.2,4049.68,100.5,97.74,8.76,49.4,4.2,6.78,602.4936016,7.447162023,41793.23755,2.3,10.1,192.24,45.26,154.6,164.74,103.2,105.2,125.7,104.8,102.4
2022/9/1,323.94,105.96,362.82,353.39,1.136966109,42166.98832,2673.81,3937.2,3346.62,77.06,3269.57,3848.75,101,90.57,8.04,50.1,6.3,7.01,689.2953079,7.678637771,42102.32055,0.9,3.5,196.04,44.21,147.19,169.1,101.2,92.8,125,104.1,101.2
2022/10/1,312.14,107.11,367.62,349.23,1.181415439,42266.74597,2769.65,3849,3271.65,48.3,3223.35,3756.41,101.4,93.59,5.72,49.2,5,7.18,743.397577,7.910113519,42411.40356,-1.3,-6.7,194.69,44.83,149.35,167.58,97.4,81.3,117.4,102.8,99.3
2022/11/1,304.23,95.5,359.45,320.01,1.117509604,42366.50362,2570.52,3959.931818,3452.82,-13.14968908,3240.4248,4022.504865,101.9,90.85,5.35,48,2.2,7.2,892.6838638,8.141589267,42720.48656,-1.3,-3.9,188.15,45.61,165.38,156.02,96.1,86,113.2,102.7,97.6
2022/12/1,321.71,97.62,346,308.45,0.874093354,42466.26128,2773.75,3941.248252,3454.879714,18.86397733,3240.589508,4031.247417,101.5,81.43,5.57,47,1.3,6.98,700.5243112,8.373065015,43029.56957,-0.7,1.7,184.81,45.83,168.78,156.28,96.7,96.9,112.2,103.3,97.2
2023/1/1,327.7,102.44,365.5,323.61,0.663339436,42566.01893,2732.18,3922.564685,3456.939429,24.57826559,3240.754215,4039.989969,100.1,84,3.2,50.1,2.4,6.79,728.0449092,8.604540764,43338.65257,-0.8,2,184.48,44.66,169.99,158.2,96.7,99.2,107.7,102.8,96.4
2023/2/1,314.74,109.18,368.58,336.16,1.540821791,42665.77658,2689.95,3903.881119,3458.999143,-30.29255384,3240.918923,4048.732521,101,83.48,2.39,52.6,2.4,6.83,573.7079036,8.836016512,43647.73557,-1.4,0.3,182.32,43.82,173.11,153.71,96.1,99.2,102.9,102,95.9
2023/3/1,296.84,94.75,358.39,337.68,1.403219104,42765.53423,2688.3,3885.197552,3461.058857,-36.00684209,3241.083631,4057.475073,101.5,79.21,2.32,51.9,3.9,6.89,756.7567371,9.06749226,43956.81858,-2.5,-4.7,181.78,42.56,166.61,157.41,94.9,94.6,94.6,101.5,95.5
2023/4/1,264.45,79.51,346.25,291.72,1.232006192,42865.29188,2479.13,3866.513986,3463.118571,41.72113035,3241.248338,4066.217624,101.8,83.28,2.16,49.2,5.6,6.89,354.666401,9.298968008,44265.90158,-3.6,-8.5,172.95,42.62,156.2,145.53,93.5,86.7,91.5,101.3,95.3
2023/5/1,241.75,85.05,325.74,270.87,1.078199744,42965.04954,2057.78,3847.83042,3465.178286,47.4354186,3241.413046,4074.960176,101.4,75.69,2.15,48.8,3.5,6.99,522.0904122,9.530443756,44574.98458,-4.6,-11.5,171.36,41.51,162.92,140.97,92,80.8,89.4,100.4,95.3
2023/6/1,257.57,74.64,295.45,237.49,1.076847792,43064.80719,1889.12,3829.146853,3467.238,53.14970686,3241.577754,4083.702728,101.4,74.98,2.17,49,4.4,7.15,523.1169847,9.761919505,44884.06759,-5.4,-16.2,175.27,42.62,168.72,146.25,90.4,76.2,83.9,99.8,95
2023/7/1,274.13,69,276.43,201,0.968583107,43164.56484,1954.4,3810.463287,3469.297714,58.86399511,3241.742462,4092.44528,102.4,80.16,2.55,49.3,3.7,7.18,704.5660767,9.993395253,45193.15059,-4.4,-14.7,182.97,43.3,167.29,155.36,91,77.8,85.3,100.3,95.7
2023/8/1,289.1,69,278.61,228.33,1.002186537,43264.32249,2135.5,3791.77972,3471.357429,64.57828337,3241.907169,4101.187832,101.3,85.1,2.59,49.7,4.5,7.24,709.8819912,10.224871,45502.2336,-3,-9.9,188.95,47.15,173.13,164.7,93.4,83.4,92.7,100.2,96.7
2023/9/1,281.76,76.43,296.67,240.74,1.094912529,43364.08014,2123.69,3773.096154,3473.417143,70.29257162,3242.071877,4109.930384,101.6,92.23,2.62,50.2,4.6,7.3,819.7461456,10.45634675,45811.3166,-2.5,-7.4,185.82,47.79,174.22,162.97,95.3,83.8,96.1,100.5,97.6
2023/10/1,285.14,91.09,326.82,297.05,1.039240241,43463.8378,2280.44,3754.412587,3475.476857,76.00685988,3242.236585,4118.672936,102.4,88.7,2.97,49.5,6.6,7.31,603.7398945,10.6878225,46120.3996,-2.6,-6.2,183.21,48.07,178.39,157.48,95.5,84.3,99,100.3,98.1
2023/11/1,288.67,103.05,333.01,338.03,0.926157713,43563.59545,2248.54,3735.729021,3477.536571,81.72114813,3242.401292,4127.415487,102.5,82.03,2.75,49.4,6.8,7.25,743.397577,10.91929825,46429.48261,-3,-7.3,182.05,47.32,183.2,155.81,95.7,84.5,95.9,99.8,98.5
2023/12/1,286.82,101.35,323.24,314.62,0.701460838,43663.3531,2467.15,3717.045455,3479.596286,87.43543639,3242.566,4136.158039,103.1,77.23,2.56,49,7,7.13,697.5720536,11.15077399,46738.56561,-2.7,-7,180.94,48.35,186.53,154.68,95.9,84.3,96.7,99.7,98.5
2024/1/1,304,95.36,330.64,274.55,0.97689271,43763.11075,2343.77,3698.361888,3481.656,93.14972464,3242.730708,4144.900591,103,79.15,3.27,49.2,7,7.17,700.3081369,11.38224974,47047.64862,-2.5,-6,183.15,47.98,183.66,157.75,96.1,83.8,99.1,99.5,98.9
2024/2/1,308.62,99.29,332.38,287.96,0.771493971,43862.86841,2238.38,3679.678322,3483.715714,98.8640129,3242.895415,4153.643143,101.6,81.72,1.82,49.1,5.335714286,7.19,703.0442201,11.61372549,47356.73162,-2.7,-5.5,182.88,51.16,174.53,160.18,95.8,84.8,98.6,99.7,99.2
2024/3/1,303.7,104.05,339.48,307.16,0.877946973,43962.62606,1983.59,3660.994755,3485.775429,104.5783012,3243.060123,4162.385695,102.1,84.67,1.51,50.8,5.41182266,7.2,705.7803033,11.84520124,47665.81462,-2.8,-5.8,185.26,52.7,169.45,163.85,95.9,83.4,99.9,99.7,99.3
2024/4/1,305.9306437,99.73,336.68,305.82,0.895748615,44062.38371,1816.22,3642.311189,3487.835143,110.2925894,3243.224831,4171.128247,103.2549858,88.82,1.6,50.4,5.487931034,7.24,708.5163866,12.07667699,47974.89763,-2.5,-4.8,181.7921429,50.23264706,180.3124265,146.2389174,96.4,83.7,103.5,100.4,99.4
